time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-22 00:00:00+00:00,8,1,,
2024-02-23 00:00:00+00:00,9,1,7.0,2.0
2024-02-24 00:00:00+00:00,9,2,,
2024-02-25 00:00:00+00:00,8,1,,
2024-02-26 00:00:00+00:00,9,2,2.0,1.0
2024-02-27 00:00:00+00:00,8,1,1.0,1.0
2024-02-28 00:00:00+00:00,8,1,6.0,3.0
2024-02-29 00:00:00+00:00,8,1,1.0,1.0
2024-03-01 00:00:00+00:00,9,1,,
2024-03-02 00:00:00+00:00,8,1,,
2024-03-03 00:00:00+00:00,8,1,1.0,1.0
2024-03-04 00:00:00+00:00,9,2,24.0,2.0
2024-03-05 00:00:00+00:00,8,1,,
2024-03-06 00:00:00+00:00,8,1,9.0,1.0
