time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-21 00:00:00+00:00,20,8,0,0
2026-08-22 00:00:00+00:00,3,2,1,1
2026-08-23 00:00:00+00:00,2,1,0,0
2026-08-24 00:00:00+00:00,6,4,1,1
2026-08-25 00:00:00+00:00,1,1,0,0
2026-08-26 00:00:00+00:00,4,3,1,1
2026-08-27 00:00:00+00:00,0,0,1,1
2026-08-28 00:00:00+00:00,0,0,0,0
2026-08-29 00:00:00+00:00,9,7,0,0
2026-08-30 00:00:00+00:00,4,2,0,0
2026-08-31 00:00:00+00:00,4,2,0,0
2026-09-01 00:00:00+00:00,3,2,0,0
2026-09-02 00:00:00+00:00,2,2,0,0
2026-09-03 00:00:00+00:00,27,7,0,0
