time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-04 00:00:00+00:00,35,6,14.0,1.0
2024-07-05 00:00:00+00:00,9,1,2.0,1.0
2024-07-06 00:00:00+00:00,8,1,,
2024-07-07 00:00:00+00:00,9,2,,
2024-07-08 00:00:00+00:00,9,2,16.0,2.0
2024-07-09 00:00:00+00:00,8,1,,
2024-07-10 00:00:00+00:00,8,1,,
2024-07-11 00:00:00+00:00,8,1,1.0,1.0
2024-07-12 00:00:00+00:00,9,1,,
2024-07-13 00:00:00+00:00,8,1,,
2024-07-14 00:00:00+00:00,9,2,,
2024-07-15 00:00:00+00:00,9,2,,
2024-07-16 00:00:00+00:00,8,1,,
2024-07-17 00:00:00+00:00,8,1,,
