time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-05 00:00:00+00:00,6,1,3.0,3.0
2024-11-06 00:00:00+00:00,6,1,1.0,1.0
2024-11-07 00:00:00+00:00,6,1,1.0,1.0
2024-11-08 00:00:00+00:00,7,1,,
2024-11-09 00:00:00+00:00,6,1,1.0,1.0
2024-11-10 00:00:00+00:00,6,1,1.0,1.0
2024-11-11 00:00:00+00:00,6,1,,
2024-11-12 00:00:00+00:00,6,1,18.0,4.0
2024-11-13 00:00:00+00:00,6,1,,
2024-11-14 00:00:00+00:00,6,1,1.0,1.0
2024-11-15 00:00:00+00:00,7,1,,
2024-11-16 00:00:00+00:00,6,1,,
2024-11-17 00:00:00+00:00,6,1,,
2024-11-18 00:00:00+00:00,6,1,1.0,1.0
