url_path,views_total,views_unique
/nanlabs/backend-reference/tree/main/examples/fastapi-simple-docker-pip,11,4
/nanlabs/backend-reference/blob/main/examples/fastapi-simple-docker-pip/README.md,9,2
/nanlabs/backend-reference,7,2
/nanlabs/backend-reference/blob/main/examples/fastapi-simple-docker-pip/Pipfile,6,1
/nanlabs/backend-reference/blob/main/examples/fastapi-simple-docker-pip/app/main.py,4,1
/nanlabs/backend-reference/blob/main/examples/fastapi-simple-docker-pip/scripts/ctl,3,1
/nanlabs/backend-reference/blob/main/examples/fastapi-simple-docker-pip/scripts/easy-options/easyoptions.sh,3,1
/nanlabs/backend-reference/blob/main/examples/fastapi-simple-docker-pip/scripts/easy-options/example.sh,3,1
/nanlabs/backend-reference/blob/main/examples/fastapi-simple-docker-pip/Dockerfile,2,2
/nanlabs/backend-reference/tree/main/examples/fastapi-postgres-with-serverless,2,2
