time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-07 00:00:00+00:00,4,1,,
2025-02-08 00:00:00+00:00,4,1,,
2025-02-09 00:00:00+00:00,6,2,,
2025-02-10 00:00:00+00:00,5,2,,
2025-02-11 00:00:00+00:00,4,1,,
2025-02-12 00:00:00+00:00,4,1,17.0,2.0
2025-02-13 00:00:00+00:00,5,2,8.0,1.0
2025-02-14 00:00:00+00:00,26,4,36.0,3.0
2025-02-15 00:00:00+00:00,5,2,,
2025-02-16 00:00:00+00:00,5,1,,
2025-02-17 00:00:00+00:00,5,2,7.0,1.0
2025-02-18 00:00:00+00:00,11,2,6.0,3.0
2025-02-19 00:00:00+00:00,70,4,29.0,3.0
2025-02-20 00:00:00+00:00,5,2,4.0,2.0
