time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-29 00:00:00+00:00,1,1,1.0,1.0
2025-09-30 00:00:00+00:00,1,1,,
2025-10-02 00:00:00+00:00,4,4,,
2025-10-06 00:00:00+00:00,4,3,1.0,1.0
2025-10-10 00:00:00+00:00,1,1,,
2025-10-11 00:00:00+00:00,3,2,,
