time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-03 00:00:00+00:00,1,1,0,0
2026-06-04 00:00:00+00:00,5,4,1,1
2026-06-05 00:00:00+00:00,1,1,0,0
2026-06-06 00:00:00+00:00,0,0,0,0
2026-06-07 00:00:00+00:00,1,1,0,0
2026-06-08 00:00:00+00:00,3,3,2,1
2026-06-09 00:00:00+00:00,0,0,0,0
2026-06-10 00:00:00+00:00,0,0,0,0
2026-06-11 00:00:00+00:00,0,0,0,0
2026-06-12 00:00:00+00:00,0,0,0,0
2026-06-13 00:00:00+00:00,2,2,0,0
2026-06-14 00:00:00+00:00,2,2,0,0
2026-06-15 00:00:00+00:00,1,1,0,0
2026-06-16 00:00:00+00:00,2,2,1,1
