time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-10 00:00:00+00:00,26,20,2.0,1.0
2023-12-11 00:00:00+00:00,18,12,1.0,1.0
2023-12-12 00:00:00+00:00,16,11,1.0,1.0
2023-12-13 00:00:00+00:00,17,12,,
2023-12-14 00:00:00+00:00,47,23,17.0,1.0
2023-12-15 00:00:00+00:00,42,18,35.0,1.0
2023-12-16 00:00:00+00:00,25,15,,
2023-12-17 00:00:00+00:00,22,12,,
2023-12-18 00:00:00+00:00,31,15,6.0,1.0
2023-12-19 00:00:00+00:00,25,14,1.0,1.0
2023-12-20 00:00:00+00:00,22,12,3.0,3.0
2023-12-21 00:00:00+00:00,25,14,3.0,3.0
2023-12-22 00:00:00+00:00,22,12,1.0,1.0
2023-12-23 00:00:00+00:00,7,2,1.0,1.0
