time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-19 00:00:00+00:00,20,11,,
2024-01-20 00:00:00+00:00,23,13,2.0,1.0
2024-01-21 00:00:00+00:00,23,13,,
2024-01-22 00:00:00+00:00,42,14,,
2024-01-23 00:00:00+00:00,31,14,,
2024-01-24 00:00:00+00:00,24,13,,
2024-01-25 00:00:00+00:00,27,12,1.0,1.0
2024-01-26 00:00:00+00:00,24,12,,
2024-01-27 00:00:00+00:00,24,13,,
2024-01-28 00:00:00+00:00,25,13,,
2024-01-29 00:00:00+00:00,28,14,,
2024-01-30 00:00:00+00:00,25,12,,
2024-01-31 00:00:00+00:00,24,12,1.0,1.0
2024-02-01 00:00:00+00:00,7,1,,
