time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-11 00:00:00+00:00,19,4,18,8
2026-03-12 00:00:00+00:00,16,3,10,4
2026-03-13 00:00:00+00:00,14,1,9,4
2026-03-14 00:00:00+00:00,15,2,6,3
2026-03-15 00:00:00+00:00,16,3,3,1
2026-03-16 00:00:00+00:00,73,18,13,6
2026-03-17 00:00:00+00:00,17,4,17,6
2026-03-18 00:00:00+00:00,29,4,5,4
2026-03-19 00:00:00+00:00,17,4,4,4
2026-03-20 00:00:00+00:00,19,3,5,2
2026-03-21 00:00:00+00:00,16,2,0,0
2026-03-22 00:00:00+00:00,14,1,2,2
2026-03-23 00:00:00+00:00,56,7,5,5
2026-03-24 00:00:00+00:00,18,4,2,2
