time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-09 00:00:00+00:00,8,1,3,3
2025-06-10 00:00:00+00:00,9,2,2,2
2025-06-11 00:00:00+00:00,9,1,7,5
2025-06-12 00:00:00+00:00,9,2,6,4
2025-06-13 00:00:00+00:00,9,2,5,3
2025-06-14 00:00:00+00:00,9,2,6,1
2025-06-15 00:00:00+00:00,8,1,9,5
2025-06-16 00:00:00+00:00,8,1,17,7
2025-06-17 00:00:00+00:00,8,1,14,6
2025-06-18 00:00:00+00:00,11,3,13,4
2025-06-19 00:00:00+00:00,8,1,9,7
2025-06-20 00:00:00+00:00,8,1,2,2
2025-06-21 00:00:00+00:00,8,1,2,2
2025-06-22 00:00:00+00:00,8,1,15,4
