time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-11 00:00:00+00:00,0,0,1,1
2026-01-12 00:00:00+00:00,2,2,1,1
2026-01-13 00:00:00+00:00,1,1,5,1
2026-01-14 00:00:00+00:00,0,0,0,0
2026-01-15 00:00:00+00:00,0,0,1,1
2026-01-16 00:00:00+00:00,1,1,0,0
2026-01-17 00:00:00+00:00,3,2,0,0
2026-01-18 00:00:00+00:00,0,0,0,0
2026-01-19 00:00:00+00:00,1,1,0,0
2026-01-20 00:00:00+00:00,1,1,0,0
2026-01-21 00:00:00+00:00,1,1,3,2
2026-01-22 00:00:00+00:00,0,0,0,0
2026-01-23 00:00:00+00:00,1,1,2,2
2026-01-24 00:00:00+00:00,0,0,0,0
