url_path,views_total,views_unique
/nanlabs/terraform-aws-starter,12,8
/nanlabs/terraform-aws-starter/blob/main/live/terraform-backend/README.md,4,2
/nanlabs/terraform-aws-starter/tree/main/modules,4,1
/nanlabs/terraform-aws-starter/blob/main/modules/amplify-app/variables.tf,2,1
/nanlabs/terraform-aws-starter/blob/main/apps/start-stop-ec2-instances/serverless.yml,1,1
/nanlabs/terraform-aws-starter/blob/main/apps/start-stop-ec2-instances/tsconfig.json,1,1
/nanlabs/terraform-aws-starter/blob/main/live/aws-iam-management/iam-role-admin.tf,1,1
/nanlabs/terraform-aws-starter/blob/main/live/aws-iam-management/main.tf,1,1
/nanlabs/terraform-aws-starter/blob/main/modules/amplify-app/README.md,1,1
/nanlabs/terraform-aws-starter/blob/main/modules/docdb/docdb.tf,1,1
