time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-11 00:00:00+00:00,3.0,2.0,,
2023-11-13 00:00:00+00:00,,,7.0,1.0
2023-11-14 00:00:00+00:00,122.0,26.0,78.0,3.0
2023-11-15 00:00:00+00:00,15.0,6.0,11.0,2.0
2023-11-16 00:00:00+00:00,2.0,2.0,11.0,2.0
2023-11-17 00:00:00+00:00,1.0,1.0,1.0,1.0
2023-11-18 00:00:00+00:00,3.0,2.0,,
2023-11-19 00:00:00+00:00,,,21.0,3.0
2023-11-20 00:00:00+00:00,2.0,2.0,25.0,1.0
2023-11-21 00:00:00+00:00,,,55.0,6.0
2023-11-22 00:00:00+00:00,,,11.0,4.0
2023-11-23 00:00:00+00:00,2.0,2.0,49.0,2.0
2023-11-24 00:00:00+00:00,,,17.0,3.0
