url_path,views_total,views_unique
/nanlabs/terraform-aws-starter,6,6
/nanlabs/terraform-aws-starter/blob/main/live/terraform-backend/README.md,2,2
/nanlabs/terraform-aws-starter/blob/main/modules/amplify-app/README.md,2,2
/nanlabs/terraform-aws-starter/blob/main/modules/amplify-app/main.tf,2,1
/nanlabs/terraform-aws-starter/blob/main/modules/amplify-app/variables.tf,2,1
/nanlabs/terraform-aws-starter/blob/main/apps/start-stop-ec2-instances/serverless.yml,1,1
/nanlabs/terraform-aws-starter/blob/main/apps/start-stop-ec2-instances/tsconfig.json,1,1
/nanlabs/terraform-aws-starter/blob/main/live/aws-iam-management/iam-role-admin.tf,1,1
/nanlabs/terraform-aws-starter/blob/main/live/aws-iam-management/main.tf,1,1
/nanlabs/terraform-aws-starter/blob/main/modules/amplify-app/versions.tf,1,1
