time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-25 00:00:00+00:00,29.0,7.0,24.0,3.0
2024-06-26 00:00:00+00:00,1.0,1.0,34.0,1.0
2024-06-27 00:00:00+00:00,,,3.0,3.0
2024-06-28 00:00:00+00:00,1.0,1.0,52.0,3.0
2024-06-29 00:00:00+00:00,3.0,2.0,3.0,1.0
2024-07-01 00:00:00+00:00,9.0,3.0,72.0,3.0
2024-07-02 00:00:00+00:00,12.0,3.0,2.0,1.0
2024-07-03 00:00:00+00:00,27.0,6.0,1.0,1.0
2024-07-04 00:00:00+00:00,70.0,12.0,15.0,4.0
2024-07-05 00:00:00+00:00,8.0,2.0,1.0,1.0
2024-07-06 00:00:00+00:00,2.0,1.0,,
2024-07-07 00:00:00+00:00,,,1.0,1.0
2024-07-08 00:00:00+00:00,50.0,5.0,17.0,2.0
