url_path,views_total,views_unique
/Create-Node-App/cna-templates,2,2
/Create-Node-App/cna-templates/tree/main/templates/turborepo-starter/packages,2,1
/Create-Node-App/cna-templates/actions,1,1
/Create-Node-App/cna-templates/blob/main/templates/turborepo-starter/.editorconfig,1,1
/Create-Node-App/cna-templates/graphs/contributors,1,1
/Create-Node-App/cna-templates/labels,1,1
/Create-Node-App/cna-templates/pulls,1,1
/Create-Node-App/cna-templates/tree/main/templates/turborepo-starter,1,1
/Create-Node-App/cna-templates/tree/main/templates/turborepo-starter/apps,1,1
/Create-Node-App/cna-templates/tree/main/templates/turborepo-starter/package,1,1
