time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-07 00:00:00+00:00,5,4,0,0
2026-04-08 00:00:00+00:00,2,2,0,0
2026-04-09 00:00:00+00:00,3,3,2,2
2026-04-10 00:00:00+00:00,5,5,0,0
2026-04-11 00:00:00+00:00,3,3,0,0
2026-04-12 00:00:00+00:00,11,4,0,0
2026-04-13 00:00:00+00:00,3,3,0,0
2026-04-14 00:00:00+00:00,2,2,0,0
2026-04-15 00:00:00+00:00,2,2,0,0
2026-04-16 00:00:00+00:00,3,3,0,0
2026-04-17 00:00:00+00:00,4,4,1,1
2026-04-18 00:00:00+00:00,3,3,3,3
2026-04-19 00:00:00+00:00,768,87,0,0
2026-04-20 00:00:00+00:00,1342,185,12,1
