time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-30 00:00:00+00:00,132,31,6,3
2026-07-01 00:00:00+00:00,160,34,12,1
2026-07-02 00:00:00+00:00,111,32,26,5
2026-07-03 00:00:00+00:00,1144,183,53,3
2026-07-04 00:00:00+00:00,26,7,1,1
2026-07-05 00:00:00+00:00,655,138,0,0
2026-07-06 00:00:00+00:00,535,104,1,1
2026-07-07 00:00:00+00:00,19,12,0,0
2026-07-08 00:00:00+00:00,1,1,0,0
2026-07-09 00:00:00+00:00,326,64,6,1
2026-07-10 00:00:00+00:00,1400,162,5,2
2026-07-11 00:00:00+00:00,13,8,0,0
2026-07-12 00:00:00+00:00,22,2,0,0
2026-07-13 00:00:00+00:00,9,5,0,0
